observation_id,uri,quality_grade,license_code,taxon_id,taxon_name,taxon_rank,taxon_preferred_common_name,ofv_id_meant_field_id,ofv_id_meant_value,ofv_special_feeding_field_id,ofv_special_feeding_value,photo_urls_medium,photo_count,location,positional_accuracy,place_country_name,place_state_name,place_county_name,place_town_name,kingdom_id,kingdom_name,phylum_id,phylum_name,class_id,class_name,order_id,order_name,family_id,family_name,genus_id,genus_name,species_id,species_name
327076113,https://www.inaturalist.org/observations/327076113,research,cc-by-nc,51658,Anthopleura artemisia,species,Moonglow Anemone,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488664/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488665/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488669/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488693/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488699/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488698/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488719/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488729/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488723/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488741/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488748/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488752/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488760/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488777/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488632/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488623/medium.jpg,17,"47.0577972063,-122.8970104763",18.0,,,,,1,Animalia,47534,Cnidaria,47533.0,Anthozoa,47797.0,Actiniaria,47796.0,Actiniidae,49052.0,Anthopleura,51658.0,Anthopleura artemisia
327076111,https://www.inaturalist.org/observations/327076111,research,cc-by-nc,48403,Gasterosteus aculeatus,species,Threespine Stickleback,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488664/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488665/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488669/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488693/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488699/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488698/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488719/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488729/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488723/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488741/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488748/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488752/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488760/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488777/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488632/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592488623/medium.jpg,17,"47.0577972063,-122.8970104763",18.0,,,,,1,Animalia,2,Chordata,47178.0,Actinopterygii,47233.0,Perciformes,48405.0,Gasterosteidae,48404.0,Gasterosteus,48403.0,Gasterosteus aculeatus
327040989,https://www.inaturalist.org/observations/327040989,research,cc-by-nc,84265,Evasterias troschelii,species,Mottled Star,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/592420864/medium.jpg,1,"47.6083550131,-122.3450790346",29.0,,,,,1,Animalia,47549,Echinodermata,47668.0,Asteroidea,47672.0,Forcipulatida,47671.0,Asteriidae,84266.0,Evasterias,84265.0,Evasterias troschelii
327040961,https://www.inaturalist.org/observations/327040961,research,cc-by-nc,243970,Larus glaucescens × occidentalis,hybrid,Olympic Gull,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/592420838/medium.jpg,1,"47.6083516225,-122.3451182619",28.0,,,,,1,Animalia,2,Chordata,3.0,Aves,67561.0,Charadriiformes,4342.0,Laridae,4343.0,Larus,,
327030923,https://www.inaturalist.org/observations/327030923,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/592400451/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592400472/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592400503/medium.jpg,3,"28.254655,-82.6205833333",4.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
327030905,https://www.inaturalist.org/observations/327030905,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/592400352/medium.jpg,1,"28.2546666667,-82.6205583333",4.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
327030861,https://www.inaturalist.org/observations/327030861,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/592400264/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592400284/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592400296/medium.jpg,3,"28.2546466667,-82.6205133333",3.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
327007192,https://www.inaturalist.org/observations/327007192,research,cc-by-nc,128630,Asimina reticulata,species,netted pawpaw,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/592352982/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592353005/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592353027/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592353052/medium.jpg,4,"28.24447,-82.5890883333",4.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,50898.0,Magnoliales,50899.0,Annonaceae,50900.0,Asimina,128630.0,Asimina reticulata
327005470,https://www.inaturalist.org/observations/327005470,research,cc-by,4246,Podilymbus podiceps,species,Pied-billed Grebe,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/592349623/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592349626/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592349625/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592349627/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592349628/medium.jpg,5,"47.7003416667,-122.2103366667",,,,,,1,Animalia,2,Chordata,3.0,Aves,67563.0,Podicipediformes,4203.0,Podicipedidae,4245.0,Podilymbus,4246.0,Podilymbus podiceps
326876805,https://www.inaturalist.org/observations/326876805,research,cc-by-nc,130935,Rhytisma acerinum,species,Black Tar Spot,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592092194/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/592092217/medium.jpg,3,"41.5561754137,-83.670536913",101.0,,,,,47170,Fungi,48250,Ascomycota,55523.0,Leotiomycetes,125771.0,Rhytismatales,125772.0,Rhytismataceae,130943.0,Rhytisma,130935.0,Rhytisma acerinum
326810698,https://www.inaturalist.org/observations/326810698,research,cc0,204496,Corvus corone,species,Carrion Crow,12795.0,eater,16376.0,Scavenging,https://inaturalist-open-data.s3.amazonaws.com/photos/591961237/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591961669/medium.jpg,2,"57.1666278225,-2.1143016087",31.0,,,,,1,Animalia,2,Chordata,3.0,Aves,7251.0,Passeriformes,7823.0,Corvidae,7998.0,Corvus,204496.0,Corvus corone
326810304,https://www.inaturalist.org/observations/326810304,research,cc0,855297,Meles meles,species,European Badger,12795.0,organism being eaten,16376.0,Scavenging,https://inaturalist-open-data.s3.amazonaws.com/photos/591960058/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591960739/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591960949/medium.jpg,3,"57.1303534861,-2.1413891372",31.0,,,,,1,Animalia,2,Chordata,40151.0,Mammalia,41573.0,Carnivora,41770.0,Mustelidae,41840.0,Meles,855297.0,Meles meles
326562330,https://www.inaturalist.org/observations/326562330,research,cc-by-nc,47850,Quercus agrifolia,species,coast live oak,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/591466982/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591466980/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591466979/medium.jpg,3,"37.708999,-122.053471",,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47853.0,Fagales,47852.0,Fagaceae,47851.0,Quercus,47850.0,Quercus agrifolia
326562300,https://www.inaturalist.org/observations/326562300,research,cc-by-nc,1097639,Amphibolips quercuspomiformis,species,Live Oak Apple Gall Wasp,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/591466916/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591466918/medium.jpg,2,"37.7090354603,-122.0534349882",28.0,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47201.0,Hymenoptera,55594.0,Cynipidae,143875.0,Amphibolips,1097639.0,Amphibolips quercuspomiformis
326512441,https://www.inaturalist.org/observations/326512441,research,cc0,94551,Argia immunda,species,Kiowa Dancer,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/591364237/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591364225/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591364231/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/591364213/medium.jpg,4,"36.40162,-116.274445",,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47792.0,Odonata,47925.0,Coenagrionidae,47977.0,Argia,94551.0,Argia immunda
326501583,https://www.inaturalist.org/observations/326501583,research,cc-by-nc,50897,Asimina triloba,species,common pawpaw,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/591342337/medium.jpg,1,"35.9450916667,-79.0266805",11.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,50898.0,Magnoliales,50899.0,Annonaceae,50900.0,Asimina,50897.0,Asimina triloba
326484777,https://www.inaturalist.org/observations/326484777,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/591309064/medium.jpg,1,"32.5634133333,-92.0748445",102.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
326484723,https://www.inaturalist.org/observations/326484723,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/591308994/medium.jpg,1,"32.5638363852,-92.0757804266",16.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
326367157,https://www.inaturalist.org/observations/326367157,research,cc-by-nc,19349,Myiopsitta monachus,species,Monk Parakeet,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/591066611/medium.jpg,1,"41.9156177669,12.4878046648",4.0,,,,,1,Animalia,2,Chordata,3.0,Aves,18874.0,Psittaciformes,18875.0,Psittacidae,19348.0,Myiopsitta,19349.0,Myiopsitta monachus
326367154,https://www.inaturalist.org/observations/326367154,research,cc-by-nc,19349,Myiopsitta monachus,species,Monk Parakeet,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/591066584/medium.jpg,1,"41.9155419222,12.4877456562",4.0,,,,,1,Animalia,2,Chordata,3.0,Aves,18874.0,Psittaciformes,18875.0,Psittacidae,19348.0,Myiopsitta,19349.0,Myiopsitta monachus
326367144,https://www.inaturalist.org/observations/326367144,research,cc-by-nc,19349,Myiopsitta monachus,species,Monk Parakeet,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/591066539/medium.jpg,1,"41.9156117792,12.4877716004",4.0,,,,,1,Animalia,2,Chordata,3.0,Aves,18874.0,Psittaciformes,18875.0,Psittacidae,19348.0,Myiopsitta,19349.0,Myiopsitta monachus
326272459,https://www.inaturalist.org/observations/326272459,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590889828/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590889844/medium.jpg,2,"32.66852,-92.1245555",119.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
326272423,https://www.inaturalist.org/observations/326272423,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590889759/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590889800/medium.jpg,2,"32.6696505542,-92.1258118583",16.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
326253236,https://www.inaturalist.org/observations/326253236,research,cc-by-nc,154014,Sedum oxypetalum,species,Dwarf Tree Stonecrop,12795.0,organism being eaten,16376.0,Pollination,https://inaturalist-open-data.s3.amazonaws.com/photos/590848153/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590848143/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590848148/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590848138/medium.jpg,4,"19.25038,-99.19905",14.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,71289.0,Saxifragales,51890.0,Crassulaceae,55735.0,Sedum,154014.0,Sedum oxypetalum
326253193,https://www.inaturalist.org/observations/326253193,research,cc-by-nc,36307,Phrynosoma orbiculare,species,Mountain Horned Lizard,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590847838/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590847775/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590847729/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590847820/medium.jpg,4,"19.253275,-99.197791",,,,,,1,Animalia,2,Chordata,26036.0,Reptilia,26172.0,Squamata,36074.0,Phrynosomatidae,36299.0,Phrynosoma,36307.0,Phrynosoma orbiculare
326214114,https://www.inaturalist.org/observations/326214114,research,cc-by-nc,179445,Trachinotus falcatus,species,Permit,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/590771868/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590774360/medium.jpg,2,"37.1283215856,-75.9491444457",8.0,,,,,1,Animalia,2,Chordata,47178.0,Actinopterygii,1303727.0,Carangiformes,47232.0,Carangidae,51412.0,Trachinotus,179445.0,Trachinotus falcatus
326213758,https://www.inaturalist.org/observations/326213758,research,cc-by-nc,516933,Pycnonotus barbatus layardi,subspecies,Southern Dark-capped Bulbul,12795.0,eater,16376.0,Scavenging,https://inaturalist-open-data.s3.amazonaws.com/photos/590729131/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590729143/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590729180/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590729205/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590729220/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590729236/medium.jpg,6,"-28.3339,31.7737",100.0,,,,,1,Animalia,2,Chordata,3.0,Aves,7251.0,Passeriformes,14556.0,Pycnonotidae,14587.0,Pycnonotus,14588.0,Pycnonotus barbatus
326141918,https://www.inaturalist.org/observations/326141918,research,cc-by-nc,44575,Rattus rattus,species,Black Rat,12795.0,organism being eaten,16376.0,Scavenging,https://inaturalist-open-data.s3.amazonaws.com/photos/590631568/medium.jpg,1,"47.700196,-122.370887",,,,,,1,Animalia,2,Chordata,40151.0,Mammalia,43698.0,Rodentia,44185.0,Muridae,44540.0,Rattus,44575.0,Rattus rattus
326141727,https://www.inaturalist.org/observations/326141727,research,cc-by-nc,8021,Corvus brachyrhynchos,species,American Crow,12795.0,eater,16376.0,Scavenging,https://inaturalist-open-data.s3.amazonaws.com/photos/590631024/medium.jpg,1,"47.7001490757,-122.3710263893",25.0,,,,,1,Animalia,2,Chordata,3.0,Aves,7251.0,Passeriformes,7823.0,Corvidae,7998.0,Corvus,8021.0,Corvus brachyrhynchos
326115355,https://www.inaturalist.org/observations/326115355,research,cc-by,468121,Filistata insidiatrix,species,,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/590571925/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590571900/medium.jpg,2,"37.0139944444,-4.5546861111",,,,,,1,Animalia,47120,Arthropoda,47119.0,Arachnida,47118.0,Araneae,49331.0,Filistatidae,250020.0,Filistata,468121.0,Filistata insidiatrix
326115354,https://www.inaturalist.org/observations/326115354,research,cc-by,83801,Vespa orientalis,species,Oriental Hornet,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/590571892/medium.jpg,1,"37.0140083333,-4.5546805556",,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47201.0,Hymenoptera,52747.0,Vespidae,54328.0,Vespa,83801.0,Vespa orientalis
326073955,https://www.inaturalist.org/observations/326073955,research,cc-by-nc,68901,Salticus scenicus,species,Zebra Jumping Spider,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/590490026/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590490050/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590490067/medium.jpg,3,"49.4753083333,3.5871883333",,,,,,1,Animalia,47120,Arthropoda,47119.0,Arachnida,47118.0,Araneae,48139.0,Salticidae,68910.0,Salticus,68901.0,Salticus scenicus
326027673,https://www.inaturalist.org/observations/326027673,research,cc-by,158768,Asimina obovata,species,Flag-pawpaw,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/590400799/medium.jpg,1,"28.69540834,-82.50672699",4.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,50898.0,Magnoliales,50899.0,Annonaceae,50900.0,Asimina,158768.0,Asimina obovata
326027548,https://www.inaturalist.org/observations/326027548,research,cc-by,325973,Omphalocera munroei,species,Pawpaw Webworm Moth,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/590400384/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590400468/medium.jpg,2,"28.69550967,-82.50676258",9.0,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47157.0,Lepidoptera,49683.0,Pyralidae,325972.0,Omphalocera,325973.0,Omphalocera munroei
325926290,https://www.inaturalist.org/observations/325926290,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590199327/medium.jpg,1,"28.1054305,-82.35038",6.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
325926223,https://www.inaturalist.org/observations/325926223,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590199201/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590199222/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590199247/medium.jpg,3,"28.1054278333,-82.35038",6.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
325926192,https://www.inaturalist.org/observations/325926192,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590199079/medium.jpg,1,"28.1054528333,-82.3503883333",6.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
325926136,https://www.inaturalist.org/observations/325926136,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590198983/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590199015/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590199039/medium.jpg,3,"28.1054416667,-82.3503883333",5.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
325926043,https://www.inaturalist.org/observations/325926043,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590198716/medium.jpg,1,"28.1054695,-82.3504033333",3.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
325925985,https://www.inaturalist.org/observations/325925985,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590198611/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590198632/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590198663/medium.jpg,3,"28.1054695,-82.35042",3.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
325925966,https://www.inaturalist.org/observations/325925966,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590198513/medium.jpg,1,"28.1056166667,-82.3507533333",4.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
325925911,https://www.inaturalist.org/observations/325925911,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590198416/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590198447/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590198477/medium.jpg,3,"28.1056083333,-82.35077",3.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
325915002,https://www.inaturalist.org/observations/325915002,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590176441/medium.jpg,1,"28.1226388333,-82.3343366667",8.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
325914964,https://www.inaturalist.org/observations/325914964,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590176349/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590176391/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590176404/medium.jpg,3,"28.1226416667,-82.3343366667",8.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
325913305,https://www.inaturalist.org/observations/325913305,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590172941/medium.jpg,1,"28.1247778333,-82.3142783333",7.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
325913246,https://www.inaturalist.org/observations/325913246,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590172787/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590172831/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/590172854/medium.jpg,3,"28.1247778333,-82.3142783333",6.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
325912805,https://www.inaturalist.org/observations/325912805,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/590171857/medium.jpg,1,"28.124775,-82.3143",3.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
