observation_id,photo_id,license_code,square_url,medium_url,large_url,original_url,scientific_name,common_name,taxon_rank,ob_license_code,quality_grade,uri,pred_prey,special_type_of_feeding,taxon_kingdom,taxon_phylum,taxon_class,taxon_order,taxon_family,taxon_genus,taxon_species,image_key,grounding_dino_prompt
302755190,545634287,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/original.jpg,Wilsoniana amaranthi,0,complex,cc-by-nc,research,https://www.inaturalist.org/observations/302755190,eater,Parasitism,Chromista,Oomycota,Peronosporomycetes,Albuginales,Albuginaceae,Wilsoniana,0,obs_302755190_photo_545634287,yellowish brown oomycete with branching hyphae.
291009479,523542929,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/original.jpg,Macroperipatus torquatus,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/291009479,eater,"No, none of these",Animalia,Onychophora,0,0,Peripatidae,Macroperipatus,Macroperipatus torquatus,obs_291009479_photo_523542929,segmented worm with many legs.
264953671,475827468,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/475827468/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/475827468/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/475827468/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/475827468/original.jpeg,Peripatopsis orientalis,Eastern Forest velvet worm,species,cc-by,research,https://www.inaturalist.org/observations/264953671,eater,"No, none of these",Animalia,Onychophora,0,0,Peripatopsidae,Peripatopsis,Peripatopsis orientalis,obs_264953671_photo_475827468,segmented worm with many setae.
263836670,474047112,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/474047112/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/474047112/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/474047112/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/474047112/original.jpeg,Pisaster ochraceus,Ochre Sea Star,species,cc-by-nc,research,https://www.inaturalist.org/observations/263836670,organism being eaten,"No, none of these",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Pisaster ochraceus,obs_263836670_photo_474047112,orange starfish with five arms.
258568965,463949088,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/463949088/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/463949088/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/463949088/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/463949088/original.jpg,Reticularia,0,genus,cc-by-nc,research,https://www.inaturalist.org/observations/258568965,organism being eaten,"No, none of these",Protozoa,Mycetozoa,Myxomycetes,Reticulariales,Reticulariaceae,Reticularia,0,obs_258568965_photo_463949088,yellow plasmodial organism with branching tendrils.
256022699,458927175,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/458927175/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/458927175/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/458927175/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/458927175/original.jpeg,Arthrophaga myriapodina,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/256022699,eater,Parasitism,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Entomophthoraceae,Arthrophaga,Arthrophaga myriapodina,obs_256022699_photo_458927175,white fungal growth with insect parasite.
250956763,448935283,cc-by-nc-nd,https://inaturalist-open-data.s3.amazonaws.com/photos/448935283/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/448935283/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/448935283/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/448935283/original.jpg,Prostheceraeus crozieri,Tiger Flatworm,species,cc-by-nc-sa,research,https://www.inaturalist.org/observations/250956763,eater,"No, none of these",Animalia,Platyhelminthes,0,Polycladida,Euryleptidae,Prostheceraeus,Prostheceraeus crozieri,obs_250956763_photo_448935283,flatworm with yellow body and red spots.
220822650,391000325,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/391000325/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/391000325/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/391000325/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/391000325/original.jpeg,Cucumaria miniata,Orange Sea Cucumber,species,cc-by-nc,research,https://www.inaturalist.org/observations/220822650,organism being eaten,"No, none of these",Animalia,Echinodermata,Holothuroidea,Dendrochirotida,Cucumariidae,Cucumaria,Cucumaria miniata,obs_220822650_photo_391000325,orange sea cucumber with five-part body.
220102252,389649357,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/389649357/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/389649357/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/389649357/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/389649357/original.jpeg,Furia ithacensis,0,species,cc0,research,https://www.inaturalist.org/observations/220102252,eater,Parasitism,Fungi,Entomophthoromycota,Entomophthoromycetes,Entomophthorales,Entomophthoraceae,Furia,Furia ithacensis,obs_220102252_photo_389649357,parasitic fungus with insect host.
195713651,344383957,cc-by-nc-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/344383957/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/344383957/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/344383957/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/344383957/original.jpeg,Parakontikia ventrolineata,0,species,cc-by-nc-nd,research,https://www.inaturalist.org/observations/195713651,eater,"No, none of these",Animalia,Platyhelminthes,0,Tricladida,Geoplanidae,Parakontikia,Parakontikia ventrolineata,obs_195713651_photo_344383957,flatworm with yellow stripes and brown spots.
194795499,341224314,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/square.png,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/medium.png,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/large.png,https://inaturalist-open-data.s3.amazonaws.com/photos/341224314/original.png,Urticina columbiana,Sand Rose Anemone,species,cc-by-nc,research,https://www.inaturalist.org/observations/194795499,eater,"No, none of these",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Urticina,Urticina columbiana,obs_194795499_photo_341224314,red or pink sea anemone with long tentacles.
194599339,342107100,cc-by-nc-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/342107100/original.jpeg,Obama nungara,Obama Flatworm,species,cc-by-nc-nd,research,https://www.inaturalist.org/observations/194599339,eater,"No, none of these",Animalia,Platyhelminthes,0,Tricladida,Geoplanidae,Obama,Obama nungara,obs_194599339_photo_342107100,flatworm with yellow body and brown spots.
188731534,330410184,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/330410184/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/330410184/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/330410184/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/330410184/original.jpg,Lonsdalea quercina,drippy acorn disease,species,cc-by,research,https://www.inaturalist.org/observations/188731534,organism being eaten,"No, none of these",Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Pectobacteriaceae,Lonsdalea,Lonsdalea quercina,obs_188731534_photo_330410184,bacteria with rod shape.
130480768,70327211,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/70327211/original.jpeg,Hirudo michaelseni,Common African Leech,species,cc-by,research,https://www.inaturalist.org/observations/130480768,eater,Parasitism,Animalia,Annelida,Clitellata,Arhynchobdellida,Hirudinidae,Hirudo,Hirudo michaelseni,obs_130480768_photo_70327211,"long, flat, segmented worm with red body."
102691691,171703626,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/171703626/original.jpeg,Egregia menziesii,Feather Boa Kelp,species,cc-by-nc,research,https://www.inaturalist.org/observations/102691691,organism being eaten,"No, none of these",Chromista,Ochrophyta,Phaeophyceae,Laminariales,Lessoniaceae,Egregia,Egregia menziesii,obs_102691691_photo_171703626,brown seaweed with long fronds.
64497720,103704678,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/103704678/original.jpg,Alitta williami,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/64497720,organism being eaten,"No, none of these",Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,Alitta williami,obs_64497720_photo_103704678,"long, thin, segmented worm with setae."
33435868,52515163,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/original.jpeg,Paranemertes peregrina,Purple Ribbon Worm,species,cc-by-nc,research,https://www.inaturalist.org/observations/33435868,eater,"No, none of these",Animalia,Nemertea,Hoplonemertea,Monostilifera,Neesiidae,Paranemertes,Paranemertes peregrina,obs_33435868_photo_52515163,"long, thin, pinkish worm with distinctive ribbon-like body."
10317797,14298032,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/14298032/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/14298032/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/14298032/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/14298032/original.jpg,Dermasterias imbricata,Leather Star,species,cc-by-nc,research,https://www.inaturalist.org/observations/10317797,organism being eaten,"No, none of these",Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Dermasterias imbricata,obs_10317797_photo_14298032,starfish with five arms and brown color.
