id,uuid,quality_grade,url,image_url,description,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name,"field:id meant for ""eater"" or organism being eaten?","field:url for ""partner"" observation",field:is observation one of these special types of feeding?
147017564,5be4f29b-4623-4462-a994-d610e1d98385,research,https://www.inaturalist.org/observations/147017564,https://inaturalist-open-data.s3.amazonaws.com/photos/252899353/medium.jpg,,Black-collared Starling,Gracupica nigricollis,Black-collared Starling,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,,Gracupica,,Gracupica nigricollis,,,,,eater,,"No, none of these"
147017578,6adfd7f1-1c50-4096-9c4c-fade61c9348f,research,https://www.inaturalist.org/observations/147017578,https://inaturalist-open-data.s3.amazonaws.com/photos/252899378/medium.jpg,,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,,,Falco,,Falco peregrinus,,,,,eater,,"No, none of these"
147044337,22023dc3-4a13-45af-b332-5388c3bb6da1,research,https://www.inaturalist.org/observations/147044337,https://inaturalist-open-data.s3.amazonaws.com/photos/252950208/medium.jpg,Eating a [worm](https://www.inaturalist.org/observations/339190099) on a wall,American Winter Ant,Prenolepis imparis,American Winter Ant,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Formicinae,,Lasiini,,Prenolepis,,Prenolepis imparis,,,,,eater,https://www.inaturalist.org/observations/339190099,"No, none of these"
147082870,ab57e0e2-18a4-4248-a287-3e374f5ff484,research,https://www.inaturalist.org/observations/147082870,https://inaturalist-open-data.s3.amazonaws.com/photos/253024818/medium.jpeg,,Lithobius variegatus rubriceps,Lithobius variegatus rubriceps,,Animalia,Animalia,Arthropoda,Myriapoda,,Chilopoda,,,Lithobiomorpha,,,Lithobiidae,,,,,Lithobius,,Lithobius variegatus,,Lithobius variegatus rubriceps,,,eater,"",
147112727,d39dd4e6-9365-48da-a0e6-40ff738e992e,needs_id,https://www.inaturalist.org/observations/147112727,https://inaturalist-open-data.s3.amazonaws.com/photos/253080396/medium.jpeg,See predator  https://www.inaturalist.org/observations/147112730,Muscoid Flies,Muscoidea,Muscoid Flies,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,,,,,,,,,,,,,organism being eaten,https://www.inaturalist.org/observations/147112730,
147112730,7a770570-1036-4f76-8e65-20b4f5527520,needs_id,https://www.inaturalist.org/observations/147112730,https://inaturalist-open-data.s3.amazonaws.com/photos/253080486/medium.jpeg,"See prey  https://www.inaturalist.org/observations/147112727
Spider was too fast for me to capture it grabbing the fly",Tube-web Spiders,Ariadna,Tube-web Spiders,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Dysderoidea,Segestriidae,Ariadninae,,,,Ariadna,,,,,,,eater,https://www.inaturalist.org/observations/147112727,
147117715,0f23b818-f733-4235-8738-1f98d98ea3a2,research,https://www.inaturalist.org/observations/147117715,https://inaturalist-open-data.s3.amazonaws.com/photos/253090660/medium.jpg,,Arachnothera chrysogenys chrysogenys,Arachnothera chrysogenys chrysogenys,Yellow-eared Spiderhunter (Common),Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Nectariniidae,,,,,Arachnothera,,Arachnothera chrysogenys,,Arachnothera chrysogenys chrysogenys,,,eater,,"No, none of these"
147117718,3bcf238b-4f90-42ca-9226-048d6bd2ccd9,research,https://www.inaturalist.org/observations/147117718,https://inaturalist-open-data.s3.amazonaws.com/photos/253090697/medium.jpg,,Lesser Green Leafbird,Chloropsis cyanopogon,Lesser Green Leafbird,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Chloropseidae,,,,,Chloropsis,,Chloropsis cyanopogon,,,,,eater,,"No, none of these"
147117722,0305fcd9-93ca-4a33-a83f-84123322e8e1,research,https://www.inaturalist.org/observations/147117722,https://inaturalist-open-data.s3.amazonaws.com/photos/253090704/medium.jpg,,Psilopogon cyanotis cyanotis,Psilopogon cyanotis cyanotis,,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Megalaimidae,,,,,Psilopogon,,Psilopogon cyanotis,,Psilopogon cyanotis cyanotis,,,eater,,"No, none of these"
147117732,aab4a003-aeaf-4182-a43c-cae2dd6acd81,research,https://www.inaturalist.org/observations/147117732,https://inaturalist-open-data.s3.amazonaws.com/photos/253090730/medium.jpg,,Rubigula erythropthalmos erythropthalmos,Rubigula erythropthalmos erythropthalmos,Spectacled Bulbul (Malay),Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Pycnonotidae,,,,,Rubigula,,Rubigula erythropthalmos,,Rubigula erythropthalmos erythropthalmos,,,eater,,"No, none of these"
147117737,d696c3b2-b034-46cf-8a38-daeca08e8393,research,https://www.inaturalist.org/observations/147117737,https://inaturalist-open-data.s3.amazonaws.com/photos/253090742/medium.jpg,,Erpornis zantholeuca interposita,Erpornis zantholeuca interposita,,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Vireonidae,,,,,Erpornis,,Erpornis zantholeuca,,Erpornis zantholeuca interposita,,,eater,,"No, none of these"
147153627,d5f0caca-35e8-4147-aca2-2d2d662716e4,research,https://www.inaturalist.org/observations/147153627,https://static.inaturalist.org/photos/253158313/medium.jpg,,Red-tailed Hawk,Buteo jamaicensis,Red-tailed Hawk,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Buteoninae,,,,Buteo,,Buteo jamaicensis,,,,,eater,,"No, none of these"
147181145,95d08f14-1add-454e-a242-2a94bfa38113,research,https://www.inaturalist.org/observations/147181145,https://inaturalist-open-data.s3.amazonaws.com/photos/253212288/medium.jpg,Adding this as a host observation to go alongside the aphid observation seen on it here: http://www.inaturalist.org/observations/146922395,Blackberries,Rubus,Blackberries,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Rubeae,,Rubus,,,,,,,organism being eaten,http://www.inaturalist.org/observations/146922395,
147197496,d358b196-88b8-48c2-b1e4-b1611d8be07f,research,https://www.inaturalist.org/observations/147197496,https://inaturalist-open-data.s3.amazonaws.com/photos/253243663/medium.png,rodent cached for later consumption,Eastern Screech-Owl,Megascops asio,Eastern Screech-Owl,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Strigidae,,,,,Megascops,,Megascops asio,,,,,eater,https://www.inaturalist.org/observations/337090164,"No, none of these"
147248125,aff6eaa4-e778-49b1-b4d2-c18496786b71,needs_id,https://www.inaturalist.org/observations/147248125,https://inaturalist-open-data.s3.amazonaws.com/photos/253341282/medium.jpeg,On a Brush Rabbit,Hardbacked Ticks,Ixodidae,Hardbacked Ticks,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Parasitiformes,Ixodida,,,Ixodidae,,,,,,,,,,,,eater,https://www.inaturalist.org/observations/147248126,Parasitism
147248126,cb914441-fcd5-4cf3-ab8b-572692b4b48f,research,https://www.inaturalist.org/observations/147248126,https://inaturalist-open-data.s3.amazonaws.com/photos/253341347/medium.jpeg,,Brush Rabbit,Sylvilagus bachmani,Brush Rabbit,Mammalia,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Lagomorpha,,,Leporidae,,,,,Sylvilagus,,Sylvilagus bachmani,,,,,organism being eaten,https://www.inaturalist.org/observations/147248126,Parasitism
147248128,6dd2924c-aabc-470c-a5cb-5dc83be976d1,research,https://www.inaturalist.org/observations/147248128,https://inaturalist-open-data.s3.amazonaws.com/photos/253341405/medium.jpeg,,Brewer's Blackbird,Euphagus cyanocephalus,Brewer's Blackbird,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Icteridae,,,,,Euphagus,,Euphagus cyanocephalus,,,,,eater,https://www.inaturalist.org/observations/147248129,
147248129,996eb6de-985c-471c-8b09-608ef8acc9ea,research,https://www.inaturalist.org/observations/147248129,https://inaturalist-open-data.s3.amazonaws.com/photos/253341433/medium.jpeg,,Pallid-winged Grasshopper,Trimerotropis pallidipennis,Pallid-winged Grasshopper,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,,Trimerotropini,,Trimerotropis,,Trimerotropis pallidipennis,,,,,organism being eaten,https://www.inaturalist.org/observations/147248128,
147280342,4944a676-d765-4d63-a06d-6999758e8fd1,research,https://www.inaturalist.org/observations/147280342,https://inaturalist-open-data.s3.amazonaws.com/photos/253402955/medium.jpg,,Song Thrush,Turdus philomelos,Song Thrush,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,Turdus philomelos,,,,,eater,https://www.inaturalist.org/observations/147280344,
147280344,ea80ace1-7625-47fb-b4ee-dd9e6a1062e1,research,https://www.inaturalist.org/observations/147280344,https://inaturalist-open-data.s3.amazonaws.com/photos/253402967/medium.jpg,,Garden Snail,Cornu aspersum,Garden Snail,Mollusca,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,,Thebini,,Cornu,,Cornu aspersum,,,,,organism being eaten,https://www.inaturalist.org/observations/147280342,
147290982,28c7eb41-0402-4d24-b55c-78f088abbb7a,research,https://www.inaturalist.org/observations/147290982,https://inaturalist-open-data.s3.amazonaws.com/photos/253422570/medium.jpg,,Red Milkweed Beetle,Tetraopes tetrophthalmus,Red Milkweed Beetle,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lamiinae,,Tetraopini,,Tetraopes,,Tetraopes tetrophthalmus,,,,,eater,https://www.inaturalist.org/observations/147290984,
147290984,9d3cc9bb-4e81-4b23-8760-03aee5769a3b,research,https://www.inaturalist.org/observations/147290984,https://inaturalist-open-data.s3.amazonaws.com/photos/253422570/medium.jpg,,common milkweed,Asclepias syriaca,common milkweed,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Asclepiadeae,Asclepiadinae,Asclepias,,Asclepias syriaca,,,,,organism being eaten,https://www.inaturalist.org/observations/147290982,
147351025,d3220072-ab5e-4f1e-a587-20a125db9677,research,https://www.inaturalist.org/observations/147351025,https://inaturalist-open-data.s3.amazonaws.com/photos/253537869/medium.jpg,"",Meadow Vole,Microtus pennsylvanicus,Eastern Meadow Vole,Mammalia,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Cricetidae,Arvicolinae,,Microtini,,Microtus,,Microtus pennsylvanicus,,,,,organism being eaten,,"No, none of these"
147462207,2714e25d-ac61-4a30-85be-5537df98aac9,research,https://www.inaturalist.org/observations/147462207,https://inaturalist-open-data.s3.amazonaws.com/photos/253749134/medium.jpg,"Eurasian Kestrel perched at San Gottardo - Oct 2022

In 3 photos eating/with pray, probably a rodent or maybe [one of these Water Pipits](https://www.inaturalist.org/observations?nelat=46.56020164132787&nelng=8.587014371889138&on=2022-10-01&order_by=observed_on&place_id=any&swlat=46.55208626608445&swlng=8.55025737954905&user_id=codrin_bucur&verifiable=any).",Eurasian Kestrel,Falco tinnunculus tinnunculus,Western Eurasian Kestrel,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Falconiformes,,,Falconidae,,,,,Falco,,Falco tinnunculus,,Falco tinnunculus tinnunculus,,,eater,,
147519995,2c88c7b6-b20d-481b-add0-52193f2b6e0d,research,https://www.inaturalist.org/observations/147519995,https://inaturalist-open-data.s3.amazonaws.com/photos/253853454/medium.jpeg,"",African Barn Owl,Tyto alba poensis,African Barn Owl,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Strigiformes,,,Tytonidae,,,,,Tyto,,Tyto alba,,Tyto alba poensis,,,eater,"https://www.inaturalist.org/observations/147519998, https://www.inaturalist.org/observations/147519997 and https://www.inaturalist.org/observations/147519996","No, none of these"
147519996,30a9dd51-8ada-4f4d-933b-a6c26bb8a7d3,research,https://www.inaturalist.org/observations/147519996,https://inaturalist-open-data.s3.amazonaws.com/photos/253853502/medium.jpeg,"",Cape Gerbil,Gerbilliscus afer,Cape Gerbil,Mammalia,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Myomorpha,Muroidea,Muridae,Gerbillinae,,Taterini,,Gerbilliscus,,Gerbilliscus afer,,,,,organism being eaten,https://www.inaturalist.org/observations/147519995,"No, none of these"
147519997,3899b99d-7d6a-424a-86f5-1d994cbc1816,research,https://www.inaturalist.org/observations/147519997,https://inaturalist-open-data.s3.amazonaws.com/photos/253853530/medium.jpeg,"",Cape Golden Mole,Chrysochloris asiatica,Cape Golden Mole,Mammalia,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Afrotheria,Afrosoricida,Chrysochloridea,,Chrysochloridae,Chrysochlorinae,,,,Chrysochloris,,Chrysochloris asiatica,,,,,organism being eaten,https://www.inaturalist.org/observations/147519995,"No, none of these"
147519998,44478e61-9b22-480a-bc56-a8ba486ba817,needs_id,https://www.inaturalist.org/observations/147519998,https://inaturalist-open-data.s3.amazonaws.com/photos/253853540/medium.jpeg,"",Perching Birds,Passeriformes,Perching Birds,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,,,,,,,,,,,,,organism being eaten,https://www.inaturalist.org/observations/147519995,"No, none of these"
147524292,ae0894e9-edba-48ff-b2d4-39cf267eb80a,research,https://www.inaturalist.org/observations/147524292,https://inaturalist-open-data.s3.amazonaws.com/photos/253866403/medium.jpeg,,Anguilla europea,Anguilla anguilla,European Eel,Actinopterygii,Animalia,Chordata,Vertebrata,,Actinopterygii,,Elopomorpha,Anguilliformes,Anguilloidei,,Anguillidae,,,,,Anguilla,,Anguilla anguilla,,,,,organism being eaten,https://www.inaturalist.org/observations/147524441,
147524441,c1463e8b-b2e1-4b43-9174-7a1eebe64ede,research,https://www.inaturalist.org/observations/147524441,https://inaturalist-open-data.s3.amazonaws.com/photos/253866704/medium.jpeg,,Great Cormorant,Phalacrocorax carbo,Great Cormorant,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Suliformes,,,Phalacrocoracidae,,,,,Phalacrocorax,,Phalacrocorax carbo,,,,,eater,https://www.inaturalist.org/observations/147524292,
147603454,419c4344-84ad-46a0-b4c8-f36d8128809f,research,https://www.inaturalist.org/observations/147603454,https://inaturalist-open-data.s3.amazonaws.com/photos/254014419/medium.jpg,eating fruits of Melia azedarach,Myiopsitta monachus,Myiopsitta monachus,Monk Parakeet,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Psittaciformes,,,Psittacidae,,,,,Myiopsitta,,Myiopsitta monachus,,,,,eater,https://www.inaturalist.org/observations/147757321,"No, none of these"
147673411,12a43eda-f07d-4f5e-941d-e6e476efbb60,needs_id,https://www.inaturalist.org/observations/147673411,https://inaturalist-open-data.s3.amazonaws.com/photos/254153200/medium.jpeg,"See pupa https://www.inaturalist.org/observations/147673432
See adult https://www.inaturalist.org/observations/147673441
See next generation https://www.inaturalist.org/observations/144523356
See food plant  https://www.inaturalist.org/observations/147674954",Euproctis,Euproctis,,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Lymantriinae,,Nygmiini,,Euproctis,,,,,,,eater,https://www.inaturalist.org/observations/147674954,
147674954,684520eb-9c9f-4473-892d-2c48d90d33a2,needs_id,https://www.inaturalist.org/observations/147674954,https://inaturalist-open-data.s3.amazonaws.com/photos/254153927/medium.jpeg,See larva https://www.inaturalist.org/observations/147673411,Black-Alder,Psydrax obovata obovata,Black-Alder,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Ixoroideae,,Vanguerieae,,Psydrax,,Psydrax obovatus,,Psydrax obovata obovata,,,organism being eaten,https://www.inaturalist.org/observations/147673411,
147732166,6301fd98-ee6a-4f96-a3c1-51bc18ccb7ec,research,https://www.inaturalist.org/observations/147732166,https://inaturalist-open-data.s3.amazonaws.com/photos/254260471/medium.jpeg,,Olympic Gull,Larus glaucescens × occidentalis,Olympic Gull,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Laridae,Larinae,,,,Larus,,,Larus glaucescens × occidentalis,,,,eater,https://www.inaturalist.org/observations/147732169,Scavenging
147732169,0ce7dea0-0526-4f56-8df5-5cdd4fd9bab9,needs_id,https://www.inaturalist.org/observations/147732169,https://inaturalist-open-data.s3.amazonaws.com/photos/254260502/medium.jpeg,Being eaten by a gull on the deck of Pier 59. Rockfish?,Rockfishes,Sebastes,Rockfishes,Actinopterygii,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,,,Sebastes,,,,,,,organism being eaten,https://www.inaturalist.org/observations/147732166,Scavenging
147757321,3b8a82a7-75d8-4168-bfc9-9eee8bb7d752,casual,https://www.inaturalist.org/observations/147757321,https://inaturalist-open-data.s3.amazonaws.com/photos/254308585/medium.jpg,the tree - I want to know what the parakeets are feeding on,árbol del paraíso,Melia azedarach,Chinaberry,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Meliaceae,Melioideae,,Melieae,,Melia,,Melia azedarach,,,,,organism being eaten,https://www.inaturalist.org/observations/147603454,"No, none of these"
147780609,1c91cf6e-6d4a-4b00-9c8f-268675599944,needs_id,https://www.inaturalist.org/observations/147780609,https://inaturalist-open-data.s3.amazonaws.com/photos/254351587/medium.jpg,"Clay nest with spiders in the house.
Photo credits Paul van der Wall
See wasp  https://www.inaturalist.org/observations/147780610",Angulate and Roundshouldered Orbweavers,Araneus,Angulate and Roundshouldered Orbweavers,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Araneidae,Araneinae,,,,Araneus,,,,,,,organism being eaten,https://www.inaturalist.org/observations/147780610,
147780610,ab31d577-0b22-4eb4-b177-eb325d18dd71,needs_id,https://www.inaturalist.org/observations/147780610,https://inaturalist-open-data.s3.amazonaws.com/photos/254351721/medium.jpg,"Wasp feeding on spiders of the clay nest in the house.
Photo credits Paul van der Wall
See spider  https://www.inaturalist.org/observations/147780609",Spider Wasps,Pompilidae,Spider Wasps,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Pompiloidea,Pompilidae,,,,,,,,,,,,eater,https://www.inaturalist.org/observations/147780609,
147784983,62cef5f7-b782-469b-b247-073fe7580b23,research,https://www.inaturalist.org/observations/147784983,https://inaturalist-open-data.s3.amazonaws.com/photos/254356433/medium.jpeg,"I found this dead Bushtit in the leaf litter underneath a Coast Live Oak. It was being scavenged by Ants (Solenopsis invicta).

Here are the separate posts for the Ants:
* https://www.inaturalist.org/observations/147784980
* https://www.inaturalist.org/observations/147784984",Bushtit,Psaltriparus minimus,Bushtit,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Aegithalidae,,,,,Psaltriparus,,Psaltriparus minimus,,,,,eater,https://www.inaturalist.org/observations/147784984#activity_identification_1fe273e8-10d6-40a4-a523-89b2935a285f,
147784984,e3acf211-bfe7-4013-bd58-524fb092e065,needs_id,https://www.inaturalist.org/observations/147784984,https://inaturalist-open-data.s3.amazonaws.com/photos/254356730/medium.jpeg,"These Ants were scavenging a dead Bushtit in the leaf litter underneath a Coast Live Oak. They were clustered around the bird's beak and eye socket, though this one was wandering along the bird.

[Here's a link to another Ant](https://www.inaturalist.org/observations/147784980) that was nearby, about 15 feet away.

Eating: https://www.inaturalist.org/observations/147784983

Initial identification based on iNaturalist's AI suggestion.",Solenopsis Fire Ants and Thief Ants,Solenopsis invicta,Red Imported Fire Ant,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Formicoidea,Formicidae,Myrmicinae,,Solenopsidini,,Solenopsis,,Solenopsis invicta,,,,,eater,https://www.inaturalist.org/observations/147784983,
147805894,10c556b4-0fe8-4178-a306-4a803cb7e617,research,https://www.inaturalist.org/observations/147805894,https://inaturalist-open-data.s3.amazonaws.com/photos/254400359/medium.jpeg,inside pitcher plant,Spotted Cucumber Beetle,Diabrotica undecimpunctata,Spotted Cucumber Beetle,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,Luperini,Diabroticina,Diabrotica,,Diabrotica undecimpunctata,,,,,organism being eaten,,"No, none of these"
147819800,b5bb00d0-4b6e-4420-8986-36fe81e3f449,research,https://www.inaturalist.org/observations/147819800,https://static.inaturalist.org/photos/254546386/medium.jpeg,,Southern Buller’s Albatross,Thalassarche bulleri bulleri,Southern Buller’s Albatross,Aves,Animalia,Chordata,Vertebrata,,Aves,,,Procellariiformes,,,Diomedeidae,,,,,Thalassarche,,Thalassarche bulleri,,Thalassarche bulleri bulleri,,,eater,https://www.inaturalist.org/observations/147879979,"No, none of these"
147836387,5327f08f-9f4b-42b8-92be-5a5fc427f8f0,research,https://www.inaturalist.org/observations/147836387,https://inaturalist-open-data.s3.amazonaws.com/photos/254459622/medium.png,"Eastern screech-owl caching food for later. Some of these frogs are dead, but not all of them, as seen https://youtu.be/glG1BP7pZAg",Wood Frog,Lithobates sylvaticus,Wood Frog,Amphibia,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,,,Lithobates,,Lithobates sylvaticus,,,,,organism being eaten,https://www.inaturalist.org/observations/320943187,"No, none of these"
147886725,8eb905e8-3a9e-41b2-bad2-fdd296df7621,research,https://www.inaturalist.org/observations/147886725,https://inaturalist-open-data.s3.amazonaws.com/photos/254560038/medium.jpg,"",Velvet Wild-Medlar,Vangueria infausta infausta,Velvet Wild-Medlar,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Rubiaceae,Ixoroideae,,Vanguerieae,,Vangueria,,Vangueria infausta,,Vangueria infausta infausta,,,organism being eaten,https://www.inaturalist.org/observations/147886774,
147886774,b9c15a15-22be-4257-a723-b72509d22c53,research,https://www.inaturalist.org/observations/147886774,https://inaturalist-open-data.s3.amazonaws.com/photos/254560038/medium.jpg,"",Mispel Leaf Gall Mite,Acalitus mallyi,Mispel Leaf Gall Mite,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,Acari,Acariformes,Sarcoptiformes,Endeostigmata,Eriophyoidea,Eriophyidae,Eriophyinae,,Aceriini,,Acalitus,,Acalitus mallyi,,,,,eater,https://www.inaturalist.org/observations/147886725,
148052051,64b7e5f7-c382-486e-862d-828b714d6129,research,https://www.inaturalist.org/observations/148052051,https://inaturalist-open-data.s3.amazonaws.com/photos/90324693/medium.jpeg,"this observation is for the hard-to-see-spider, which has caught the Bembix. At first I was wondering why this wasp is hanging so strangely in the flower...",Heather crab spider,Thomisus onustus,Heather crab spider,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Thomisoidea,Thomisidae,Thomisinae,,Thomisini,,Thomisus,,Thomisus onustus,,,,,eater,https://www.inaturalist.org/observations/56671934,"No, none of these"
148053569,ca4fa50f-1419-4e9b-82af-b919190d1654,research,https://www.inaturalist.org/observations/148053569,https://inaturalist-open-data.s3.amazonaws.com/photos/254881329/medium.jpeg,Feeding of a slug,Five-striped Flatworm,Parakontikia ventrolineata,,Animalia,Animalia,Platyhelminthes,Rhabditophora,,,,,Tricladida,Continenticola,Geoplanoidea,Geoplanidae,Rhynchodeminae,,Caenoplanini,,Parakontikia,,Parakontikia ventrolineata,,,,,eater,"",
148210654,ec18be05-4726-4875-8c02-fefc608b0f9d,research,https://www.inaturalist.org/observations/148210654,https://inaturalist-open-data.s3.amazonaws.com/photos/255182377/medium.jpeg,,Lithobius variegatus rubriceps,Lithobius variegatus rubriceps,,Animalia,Animalia,Arthropoda,Myriapoda,,Chilopoda,,,Lithobiomorpha,,,Lithobiidae,,,,,Lithobius,,Lithobius variegatus,,Lithobius variegatus rubriceps,,,eater,"",
148276301,34189ab7-4f90-4287-b059-97270da62fd1,needs_id,https://www.inaturalist.org/observations/148276301,https://inaturalist-open-data.s3.amazonaws.com/photos/255307321/medium.jpeg,Don't know if the Plenaria kill or find the spider dead but was eating it ,Falsa-viúva,Steatoda nobilis,Noble False Widow,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Theridiidae,Latrodectinae,,,,Steatoda,,Steatoda nobilis,,,,,thing being eaten,"",
148335968,2a9c9b39-41e5-4ac4-b839-f3d7f6b6d3be,research,https://www.inaturalist.org/observations/148335968,https://inaturalist-open-data.s3.amazonaws.com/photos/255422470/medium.jpeg,For the prey,Margined Calligrapher,Toxomerus marginatus,Margined Calligrapher,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Toxomerus,,Toxomerus marginatus,,,,,organism being eaten,https://www.inaturalist.org/observations/148336053,Pollination
148336053,1bbc8fe2-c1fd-4dcb-8d75-b7a904998a15,research,https://www.inaturalist.org/observations/148336053,https://inaturalist-open-data.s3.amazonaws.com/photos/255422483/medium.jpeg,for the predator,Milkweed Assassin Bug,Zelus longipes,Milkweed Assassin Bug,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Reduvioidea,Reduviidae,Harpactorinae,,Harpactorini,,Zelus,,Zelus longipes,,,,,eater,https://www.inaturalist.org/observations/148335968,"No, none of these"
148361365,8d19b747-eefd-4fe8-a9d5-f583f5c9bef2,research,https://www.inaturalist.org/observations/148361365,https://inaturalist-open-data.s3.amazonaws.com/photos/255473023/medium.jpeg,,cowpen daisy,Verbesina encelioides,cowpen daisy,Plantae,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Heliantheae,Verbesininae,Verbesina,,Verbesina encelioides,,,,,organism being eaten,https://www.inaturalist.org/observations/148361386,Pollination
148361386,6e55b7dd-fc79-4b3f-9163-1af33a2f3a9c,research,https://www.inaturalist.org/observations/148361386,https://inaturalist-open-data.s3.amazonaws.com/photos/255473090/medium.jpeg,,Margined Calligrapher,Toxomerus marginatus,Margined Calligrapher,Insecta,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Syrphidae,Syrphinae,,Syrphini,,Toxomerus,,Toxomerus marginatus,,,,,eater,https://www.inaturalist.org/observations/148361365,Pollination
148380022,c942bec2-e536-4493-92f5-8f8d087ceb7e,research,https://www.inaturalist.org/observations/148380022,https://inaturalist-open-data.s3.amazonaws.com/photos/255507294/medium.jpg,,长触螯跳蛛,Cheliceroides longipalpis,,Arachnida,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Hasariini,,Cheliceroides,,Cheliceroides longipalpis,,,,,eater,,
